"city","state","date","association","church","organized","members","minister","ordained","settled","race","citation","lon","lat","jlat","jlon","url"
"Aurora","OH","1853-06","Portage County","",NA,67,"J. S. Graves","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.3453858,41.3175549,41.3175549,-81.3453858,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Brimfield","OH","1853-06","Portage County","",NA,42,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.3464968,41.1000566,41.1000566,-81.3464968,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Charlestown","OH","1853-06","Portage County","",NA,40,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.1478766,41.1631123,41.1631123,-81.1478766,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Edinburgh","OH","1853-06","Portage County","",NA,55,"F. A. Deming","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.448183,40.9612879,40.9612879,-81.448183,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Franklin","OH","1853-06","Portage County","",NA,NA,"John A. Seymour","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-84.3041074,39.5589474,39.5589474,-84.3041074,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Freedom","OH","1853-06","Portage County","",NA,100,"Francis S. Fuller","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.1489876,41.2361672,41.2361672,-81.1489876,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Mantua","OH","1853-06","Portage County","",NA,50,"Samuel Lee","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.2239908,41.2839442,41.2839442,-81.2239908,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Nelson","OH","1853-06","Portage County","",NA,65,"Franklin Maginnis","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.0514838,41.3100556,41.3029830836293,-81.0553115819957,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Nelson","OH","1853-06","Portage County","Garrettsville",NA,45,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.0514838,41.3100556,41.3010670603402,-81.045109980999,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Palmyra","OH","1853-06","Portage County","",NA,12,"A. Y. Tuttle","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.0514834,41.0989463,41.0908532708926,-81.0540456264178,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Randolph","OH","1853-06","Portage County","",NA,65,"J. Merriam","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.248437,41.0328353,41.0328353,-81.248437,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Ravenna","OH","1853-06","Portage County","",NA,145,"William D. Sanders","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.2420473,41.1575566,41.1527139226953,-81.2487220490405,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Ravenna","OH","1853-06","Portage County","",NA,NA,"W. Burr","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.2420473,41.1575566,41.1596271343548,-81.2401745530066,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Rootstown","OH","1853-06","Portage County","",NA,87,"J. C. Hart","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.2426031,41.0989458,41.0989458,-81.2426031,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Shalersville","OH","1853-06","Portage County","",NA,12,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.2312132,41.2389448,41.2389448,-81.2312132,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Streetsborough","OH","1853-06","Portage County","",NA,40,"D. B. Davidson","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.3459405,41.2392227,41.2392227,-81.3459405,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Windham","OH","1853-06","Portage County","",NA,183,"Hiram Bingham","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 185-86)",-81.0492611,41.2350562,41.2350562,-81.0492611,"https://archive.org/stream/americancongrega04amer#page/185/mode/1up"
"Akron","OH","1853-06","Summit County","",NA,82,"N. P. Bailey","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.5190053,41.0814447,41.0814447,-81.5190053,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Bath","OH","1853-06","Summit County","",NA,30,"Horace Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.6362342,41.1889439,41.1889439,-81.6362342,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Boston","OH","1853-06","Summit County","",NA,17,"George Palmer","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.5595627,41.2633887,41.2633887,-81.5595627,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Copley","OH","1853-06","Summit County","",NA,23,"Lucius Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.6445685,41.0989439,41.0989439,-81.6445685,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Cuyahoga Falls","OH","1853-06","Summit County","",NA,81,"S. P. Leeds","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.4845585,41.1339449,41.1339449,-81.4845585,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Hudson","OH","1853-06","Summit County","",NA,165,"Newton Barret","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.440667,41.240056,41.2436720695996,-81.4316103883725,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Hudson","OH","1853-06","Summit County","",NA,NA,"W. R. College","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.440667,41.240056,41.2327727994488,-81.4363594638912,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Middleburg","OH","1853-06","Summit County","",NA,NA,"Henry Bates","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-83.5824282,40.2925566,40.2925566,-83.5824282,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Northampton","OH","1853-06","Summit County","",NA,27,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.5362361,41.1731163,41.1731163,-81.5362361,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Norton","OH","1853-06","Summit County","",NA,25,"Lucius Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.6381795,41.0292217,41.0292217,-81.6381795,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Richfield","OH","1853-06","Summit County","",NA,80,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.6381785,41.2397772,41.2397772,-81.6381785,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Tallmadge","OH","1853-06","Summit County","",NA,204,"Carlos Smith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 186)",-81.441779,41.1014451,41.1014451,-81.441779,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Bloomfield","OH","1853-06","Trumbull County","",NA,60,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.8765205,41.4580972,41.4580972,-80.8765205,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Braceville","OH","1853-06","Trumbull County","",NA,46,"B. Y. Messenger","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.9545346,41.2283898,41.2283898,-80.9545346,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Bristol","OH","1853-06","Trumbull County","",NA,52,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-81.7312423,39.69785,39.69785,-81.7312423,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Farmington","OH","1853-06","Trumbull County","",NA,36,"Benjamin Walker","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.9545356,41.3906111,41.3906111,-80.9545356,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Fowler","OH","1853-06","Trumbull County","",NA,NA,"Isaac Winans","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.6556322,41.3111672,41.3111672,-80.6556322,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Greene","OH","1853-06","Trumbull County","",NA,37,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-83.8897057,39.697399,39.697399,-83.8897057,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Gustavus","OH","1853-06","Trumbull County","",NA,145,"John B. Allen","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.6656336,41.4619994,41.4619994,-80.6656336,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Hartford","OH","1853-06","Trumbull County","",NA,80,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-82.6862631,40.2389477,40.2403421174245,-82.6886792353178,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Hartford","OH","1853-06","Trumbull County","",NA,40,"B. Fenn","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-82.6862631,40.2389477,40.2354506814807,-82.6788311381939,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Johnston","OH","1853-06","Trumbull County","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.665633,41.3886667,41.3886667,-80.665633,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Kinsman","OH","1853-06","Trumbull County","",NA,122,"Henry B. Eldred","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.5882911,41.4444225,41.4444225,-80.5882911,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Mecca","OH","1853-06","Trumbull County","",NA,28,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.7370251,41.3895004,41.3895004,-80.7370251,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Mesopotamia","OH","1853-06","Trumbull County","",NA,67,"Ward Childs","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.9550919,41.4583885,41.4583885,-80.9550919,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Newton","OH","1853-06","Trumbull County","",NA,68,"W. R. Stevens","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.9539475,41.1756233,41.1756233,-80.9539475,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Southington","OH","1853-06","Trumbull County","",NA,29,"George D. Young","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.955924,41.3083893,41.3083893,-80.955924,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Vernon","OH","1853-06","Trumbull County","",NA,45,"Theodore Keep","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.5686845,41.3864438,41.3864438,-80.5686845,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Vienna","OH","1853-06","Trumbull County","",NA,59,"Xenophon Betts","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 186-87)",-80.662778,41.236111,41.236111,-80.662778,"https://archive.org/stream/americancongrega04amer#page/186/mode/1up"
"Cincinnati","OH","1853-06","Hamilton County","Vine Street",1846,250,"C. B. Boynton","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-84.5120196,39.1031182,39.1064306495073,-84.5013998064515,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Cincinnati","OH","1853-06","Hamilton County","Seventh Street",1847,130,"J. D. Butler","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-84.5120196,39.1031182,39.1013322799192,-84.5059710351487,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Springfield","OH","1853-06","Clark County","",1850,54,"J. A. White","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-83.8088171,39.9242266,39.9242266,-83.8088171,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Portage River","OH","1853-06","Ottawa County","",1842,40,"---- Delonson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-82.9371363,41.5164398,41.5164398,-82.9371363,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Bucyrus","OH","1853-06","Crawford County","",NA,35,"John Pettitte","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-82.9754649,40.8083909,40.8083909,-82.9754649,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Sycamore","OH","1853-06","Crawford County","",1850,30,"John Pettitte","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-83.1707507,40.9497783,40.9497783,-83.1707507,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"McCutchinsville","OH","1853-06","Wyandotte County","",NA,40,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-83.2593653,40.9906113,40.9906113,-83.2593653,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Sardinia","OH","1853-06","Brown County","",NA,NA,"---- Bird","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-83.8085377,39.0078448,39.0078448,-83.8085377,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Fredericktown","OH","1853-06","Knox County","",NA,46,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-82.5407213,40.4811721,40.4811721,-82.5407213,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Mount Liberty","OH","1853-06","Knox County","",NA,29,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-82.6301689,40.3467288,40.3467288,-82.6301689,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Mount Vernon","OH","1853-06","Knox County","",NA,230,"S. C. Leonard","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-82.4857181,40.3933956,40.3933956,-82.4857181,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Mansfield","OH","1853-06","Richland County","",NA,125,"J. B. Walker","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 187)",-82.5154471,40.75839,40.75839,-82.5154471,"https://archive.org/stream/americancongrega04amer#page/187/mode/1up"
"Marietta","OH","1853-06","Marietta Consociation","",1794,310,"Thomas Wickes","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.4548436,39.415352,39.415352,-81.4548436,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Harmar","OH","1853-06","Marietta Consociation","",1840,85,"David Gould","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.4615106,39.4103521,39.4103521,-81.4615106,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Belpre","OH","1853-06","Marietta Consociation","",1827,50,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.5729029,39.2739639,39.2739639,-81.5729029,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Coolville","OH","1853-06","Marietta Consociation","",1841,45,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.7973557,39.2217427,39.2217427,-81.7973557,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"McConnellsville","OH","1853-06","Marietta Consociation","",1842,30,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.8531912,39.6486822,39.6486822,-81.8531912,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Center","OH","1853-06","Marietta Consociation","",1846,NA,"George B. Fry","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.5290092,40.0639603,40.0639603,-81.5290092,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Fearing","OH","1853-06","Marietta Consociation","",1850,11,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.4059186,39.4783262,39.4783262,-81.4059186,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Little Muskingum","OH","1853-06","Marietta Consociation","",1841,25,"L. L. Fay","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.2214224,39.5570307,39.5570307,-81.2214224,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Lawrence","OH","1853-06","Marietta Consociation","",NA,84,"L. L. Fay","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.5185837,38.6232686,38.6232686,-82.5185837,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Paddy's Run","OH","1853-06","Welsh Congregational Churches","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-84.6966258,39.2985664,39.2985664,-84.6966258,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Cincinnati","OH","1853-06","Welsh Congregational Churches","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-84.5120196,39.1031182,39.0974641776758,-84.5179070529825,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Tyng-rhos","OH","1853-06","Welsh Congregational Churches","",NA,NA,"John A. Davis","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.4202326,38.8636616,38.8636616,-82.4202326,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Oakhill","OH","1853-06","Welsh Congregational Churches","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.573495,38.8939645,38.8939645,-82.573495,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Carmel","OH","1853-06","Welsh Congregational Churches","",NA,NA,"Jonathan Thomas","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-83.4082476,39.1670108,39.1670108,-83.4082476,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Pomeroy","OH","1853-06","Welsh Congregational Churches","",NA,NA,"John H. Jones","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.033752,39.0275781,39.0275781,-82.033752,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Youngstown","OH","1853-06","Welsh Congregational Churches","",NA,NA,"Thomas Evans","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-80.6495194,41.0997803,41.0997803,-80.6495194,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Palmyra","OH","1853-06","Welsh Congregational Churches","",NA,NA,"John Williams","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.0514834,41.0989463,41.094234143176,-81.0441934841374,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Paris","OH","1853-06","Welsh Congregational Churches","",NA,NA,"John Williams","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.1648244,40.7975589,40.7975589,-81.1648244,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Talmadge","OH","1853-06","Welsh Congregational Churches","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.441779,41.1014451,41.1014451,-81.441779,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Newark","OH","1853-06","Welsh Congregational Churches","",NA,NA,"Thomas Evans","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.4012642,40.0581205,40.0581205,-82.4012642,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Granville","OH","1853-06","Welsh Congregational Churches","",NA,NA,"Thomas Evans","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.5196037,40.0681192,40.0729911821781,-82.5233302168456,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Granville","OH","1853-06","Welsh Congregational Churches","",NA,NA,"Rees Powell","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.5196037,40.0681192,40.0630157946968,-82.5199267937573,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Radnor","OH","1853-06","Welsh Congregational Churches","",NA,NA,"Evan Evans","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-83.1497168,40.3837512,40.3837512,-83.1497168,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Delaware","OH","1853-06","Welsh Congregational Churches","",NA,NA,"John Powell","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-83.067965,40.2986724,40.2986724,-83.067965,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Columbus","OH","1853-06","Welsh Congregational Churches","",NA,NA,"John Powell","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-82.9987942,39.9611755,39.9611755,-82.9987942,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Brown Township","OH","1853-06","Welsh Congregational Churches","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-81.1416691,40.6790762,40.6790762,-81.1416691,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Allen County","OH","1853-06","Welsh Congregational Churches","Welsh Settlement",NA,NA,"James David","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 188)",-84.1435136,40.769946,40.769946,-84.1435136,"https://archive.org/stream/americancongrega04amer#page/188/mode/1up"
"Terre Haute","IN","1853-06","Evangelical Association of the Wabash Valley","",1834,230,"M. A. Jewett","1831","1849","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",-87.4139092,39.4667034,39.4667034,-87.4139092,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"Marshall","IN","1853-06","Evangelical Association of the Wabash Valley","",1841,62,"Jacob Chapman","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",-87.1877901,39.8480969,39.8480969,-87.1877901,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"Otter Creek","IN","1853-06","Evangelical Association of the Wabash Valley","",1845,20,"M. A. Jewett","1831","","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",-87.3612205,39.5600027,39.5600027,-87.3612205,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"Lost Creek","IN","1853-06","Evangelical Association of the Wabash Valley","",1846,16,"M. A. Jewett","1831","","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",-87.2817272,39.4754789,39.4754789,-87.2817272,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"West Rigo","IN","1853-06","Evangelical Association of the Wabash Valley","",1851,23,"Jacob Chapman","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",94.757347,28.144394,28.144394,94.757347,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"Indianapolis","IN","1853-06","Evangelical Association of the Wabash Valley","German",1852,36,"---- Richle","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",-86.158068,39.768403,39.768403,-86.158068,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"Edinburg","IN","1853-06","Evangelical Association of the Wabash Valley","",1853,15,"Charles Hutchinson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 195)",-85.9666577,39.3542176,39.3542176,-85.9666577,"https://archive.org/stream/americancongrega04amer#page/195/mode/1up"
"Atlas and Rockport","IL","1853-06","Illinois Association","",1834,46,"C. S. Cady","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.0085836,39.5387961,39.5387961,-91.0085836,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Barry","IL","1853-06","Illinois Association","",1845,14,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.0390246,39.6942134,39.6942134,-91.0390246,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Carthage","IL","1853-06","Illinois Association","",1837,46,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.1362537,40.416433,40.416433,-91.1362537,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Griggsville","IL","1853-06","Illinois Association","",1834,127,"Rollin Mcars","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-90.7245722,39.7089361,39.7089361,-90.7245722,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Hillsgrove","IL","1853-06","Illinois Association","",NA,6,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-89.3985283,40.6331249,40.6331249,-89.3985283,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"La Harpe","IL","1853-06","Illinois Association","",1836,29,"T. H. Johnson","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-90.9693057,40.5833749,40.5833749,-90.9693057,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Mendon","IL","1853-06","Illinois Association","",1833,126,"A. H. Fletcher","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.2837565,40.0883795,40.0883795,-91.2837565,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Montebello","IL","1853-06","Illinois Association","",1852,27,"W. C. Merritt","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.3083685,40.4035026,40.4035026,-91.3083685,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Newtown","IL","1853-06","Illinois Association","",1852,38,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-88.1625389,38.9908766,38.9908766,-88.1625389,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Payson","IL","1853-06","Illinois Association","",1836,68,"Z. K. Hawley","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.2423656,39.8169907,39.8169907,-91.2423656,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Pittsfield","IL","1853-06","Illinois Association","",1843,138,"William Carter","","1838","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-90.8051289,39.6078254,39.6078254,-90.8051289,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Quincy","IL","1853-06","Illinois Association","First Church",1833,103,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.4098726,39.9356016,39.9412279491521,-91.4007912615203,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Quincy","IL","1853-06","Illinois Association","Centre Church",1847,83,"Horatio Foote","","1847","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.4098726,39.9356016,39.932722193656,-91.4034283276339,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Round Prairie","IL","1853-06","Illinois Association","",1836,60,"N. P. Coltrine","","1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-89.5468121,38.910059,38.910059,-89.5468121,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Wythe","IL","1853-06","Illinois Association","",1852,45,"G. J. Barrett","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-91.3083685,40.3219088,40.3219088,-91.3083685,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Chicago","IL","1853-06","Chicago Association","First Congregational Church",NA,100,"J. M. Williams","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-87.6297982,41.8781136,41.8741515449004,-87.6304138431865,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
"Chicago","IL","1853-06","Chicago Association","Plymouth Church",NA,80,"N. H. Eggleston","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 203)",-87.6297982,41.8781136,41.8746914069847,-87.6252927660279,"https://archive.org/stream/americancongrega04amer#page/203/mode/1up"
