"volume","page","mission_number","type","church","city","state","start_date","end_date","confessions_total","converts","under_instruction","diocese","confessions_adults","confessions_children","confessions_men","confessions_women","order","notes","converts_adult","converts_children","temperance_pledges","confirmed","location","geo.lon","geo.lat"
2,446,NA,"renewal","","Kenastia","WI","4/5/1882","4/9/1882",500,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kenastia WI",-87.8211854,42.5847425
2,447,NA,"mission","St. Rose's Church","Chelsea","MA","4/16/1882","4/30/1882",3250,"16",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chelsea MA",-71.0328284,42.3917638
2,448,NA,"mission","St. Mary's Church","Everett","MA","5/7/1882","5/14/1882",497,"",3,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Everett MA",-71.0536625,42.40843
2,449,NA,"mission","St. Thomas's Church","West Farms","NY","4/2/1882","4/9/1882",442,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Farms NY",-73.8816001,40.8430609
2,450,NA,"retreat","Cathedral","Albany","NY","5/7/1882","5/14/1882",700,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Albany NY",-73.7562317,42.6525793
2,450,NA,"mission","","Waterville","NY","5/15/1882","5/15/1882",1000,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Waterville NY",-75.3798924,42.931181
2,450,NA,"mission","","Oriskany Falls","NY","5/15/1882","5/15/1882",300,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Oriskany Falls NY",-75.4610076,42.9392363
2,451,NA,"mission","","Hamilton","NY","11/1/1881","11/1/1881",550,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hamilton NY",-75.5446238,42.8270136
2,451,NA,"mission","","Sherburne","NY","11/1/1881","11/1/1881",250,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sherburne NY",-75.4985123,42.6781266
2,451,NA,"mission","","Sing-Sing","NY","5/7/1882","5/14/1882",1350,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sing-Sing NY",-76.8910257,42.1719586
2,453,NA,"jubilee retreat","St. Joseph's","New York","NY","11/6/1881","11/20/1881",5000,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
2,454,NA,"mission","Cathedral","Denver","CO","12/4/1881","12/14/1881",2900,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Denver CO",-104.9847179,39.737567
2,455,NA,"mission","","Boulder","CO","12/18/1881","12/22/1881",50,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Boulder CO",-105.2705456,40.0149856
2,456,NA,"mission","","St. Vrain Valley","CO","1/8/1882","1/12/1882",35,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"St. Vrain Valley CO",-105.1071813,40.1551451
2,456,NA,"mission","Church of the Immaculate Conception","Leadville","CO","1/15/1882","1/29/1882",1700,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Leadville CO",-106.2925238,39.2508229
2,457,NA,"mission","","Idaho Springs","CO","2/19/1882","2/26/1882",100,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Idaho Springs CO",-105.5136081,39.7424881
2,458,NA,"mission","","South Boulder and Fort Collins","CO","3/19/1882","4/2/1882",NA,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Boulder and Fort Collins CO",-104.9759032,40.5840625
2,458,NA,"mission","","Mount Robinson","CO","4/16/1882","4/24/1882",120,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mount Robinson CO",-105.3452765,38.1138903
2,459,NA,"mission","","Durango","CO","4/30/1882","5/7/1882",60,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Durango CO",-107.8800667,37.27528
2,459,NA,"mission","","Gunnison","CO","5/8/1882","5/8/1882",NA,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Gunnison CO",-106.9253207,38.5458246
3,5,NA,"mission","","Franklin","PA","9/17/1882","9/24/1882",432,"6",NA,"Erie",NA,NA,NA,NA,"Paulist","",2,4,NA,NA,"Franklin PA",-79.8314437,41.3978358
3,6,NA,"mission","St. Jerome's Church, 137th St. and Alexander Ave.","New York","NY","10/1/1882","10/16/1882",2210,"1",NA,"New York",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,8,NA,"mission","St. Teresa's Church","Brooklyn","NY","10/22/1882","11/5/1882",2740,"2",NA,"Brooklyn",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",-73.95,40.65
3,10,NA,"mission","St. John's Church","Bellaire","OH","11/12/1882","11/27/1882",830,"2",NA,"Columbus",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bellaire OH",-80.7423054,40.0161843
3,12,NA,"mission","St. Patrick's Church","Brockton","MA","11/26/1882","12/10/1882",2918,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brockton MA",-71.0183787,42.0834335
3,14,NA,"mission","St. Leo's Church","Irvington","NJ","12/17/1882","12/22/1882",125,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Irvington NJ",-74.2286435,40.7263249
3,15,NA,"mission","","Milford","MA","12/31/1882","1/10/1883",2700,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Milford MA",-71.5163049,42.1398577
3,17,NA,"mission","St. Paul the Apostle","New York","NY","12/31/1882","1/28/1883",6825,"21",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,20,NA,"mission","Church of the Sacred Heart","East Cambridge","MA","2/4/1883","2/4/1883",5490,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"East Cambridge MA",-71.0824613,42.3683353
3,23,NA,"mission","St. Bridget's Church","New York","NY","3/4/1883","3/25/1883",6082,"9",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,26,NA,"mission","St. Ann's Church","Baltimore","MD","4/15/1883","4/22/1883",970,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Baltimore MD",-76.6121893,39.2903848
3,29,NA,"retreat","St. Rose of Lima","New York","NY","4/15/1883","4/22/1883",850,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,30,NA,"retreat","St. Rose of Lima","Chelsea","MA","4/22/1883","4/29/1883",1050,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chelsea MA",-71.0328284,42.3917638
3,31,NA,"mission","","Rockland","MA","5/6/1883","5/13/1883",1015,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rockland MA",-70.9161551,42.1306563
3,33,NA,"mission","","Abington","MA","5/13/1883","5/20/1883",952,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Abington MA",-70.9453218,42.1048228
3,34,NA,"mission","","Suffern","NY","5/13/1883","5/21/1883",170,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Suffern NY",-74.1495889,41.1148179
3,34,NA,"mission","St. Marys Church","Houlton","ME","5/27/1883","6/3/1883",470,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Houlton ME",-67.8402316,46.1261806
3,36,NA,"mission","","Fort Fairfield","ME","6/5/1883","6/10/1883",230,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Fort Fairfield ME",-67.8339004,46.7722294
3,38,NA,"mission","St. Paul's Church","Kensington","CT","5/6/1883","5/13/1883",395,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kensington CT",-72.7687083,41.6353769
3,39,NA,"mission","Our Lady of Mercy","Plainville ","CT","5/13/1883","5/20/1883",298,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Plainville  CT",-72.8569444,41.6747222
3,43,NA,"mission","St. Elizabeth's Church","Fort Washington","NY","9/16/1883","9/23/1883",670,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Fort Washington NY",-73.9459708,40.8501001
3,43,NA,"mission","St. John's Church","Kings Bridge","NY","9/16/1883","9/23/1883",540,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kings Bridge NY",-73.9051362,40.8787108
3,46,NA,"mission","","Plymouth ","MA","9/16/1883","9/23/1883",575,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Plymouth  MA",-70.6672621,41.9584457
3,47,NA,"mission","","Kingston","MA","9/16/1883","9/19/1883",190,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kingston MA",-70.7284371,41.993305
3,49,NA,"mission","St. Peter's Church","Poughkeepsie","NY","9/30/1883","10/7/1883",2500,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Poughkeepsie NY",-73.9209701,41.7003713
3,52,NA,"mission","St. Patrick's Church","Audenried","PA","9/30/1883","10/7/1883",1600,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Audenried PA",-75.991593,40.9106414
3,52,NA,"mission","St. Patrick's Church","Beaver Meadows","PA","9/30/1883","10/7/1883",535,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Beaver Meadows PA",-75.9146444,40.9281419
3,56,NA,"mission","Church of Our Lady of Perpetual Help","Defiance","OH","10/14/1883","10/31/1883",625,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Defiance OH",-84.3557802,41.2844933
3,58,NA,"retreat","St. Patrick's Church","Brooklyn","NY","10/7/1883","10/14/1883",1500,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",-73.95,40.65
3,59,NA,"retreat","Church of the Sacred Heart","Brooklyn","NY","10/21/1883","10/28/1883",1000,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",-73.95,40.65
3,60,NA,"mission","Church of the Holy Angels","Chicago","IL","10/14/1883","10/21/1883",625,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
3,61,NA,"mission","Church of St. Peter and Paul","Sandusky","OH","10/28/1883","11/5/1883",1362,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sandusky OH",-82.7079605,41.4489396
3,62,NA,"mission","St. Mary's","Harford Co.","MD","10/28/1883","11/4/1883",217,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harford Co. MD",-76.3637285,39.5838964
3,63,NA,"mission","St. Ignatius' Church","Hickory","MD","11/4/1883","11/13/1883",563,"3",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hickory MD",-75.5949108,38.3762854
3,64,NA,"mission","","Port Deposit","MD","11/18/1883","11/25/1883",203,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Port Deposit MD",-76.1152289,39.6048327
3,65,NA,"mission","St. Michael's Church","Jersey City","NJ","11/11/1883","12/2/1883",4764,"12",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Jersey City NJ",-74.0776417,40.7281575
3,68,NA,"mission","Church of St. Rose of Lima","New York","NY","12/9/1883","12/23/1883",4410,"7",NA,"New York",NA,215,1703,2412,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,72,NA,"retreat","St. John's Church","Worcester","MA","1/6/1884","1/13/1884",1120,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Worcester MA",-71.8022934,42.2625932
3,74,NA,"mission","St. Mary's Church","Joliet","IL","1/20/1884","2/3/1884",2480,"2",NA,"",NA,NA,1280,1200,"Paulist","",NA,NA,NA,NA,"Joliet IL",-88.0817251,41.525031
3,76,NA,"mission","St. James's Church","Chicago","IL","2/10/1884","2/24/1884",3279,"",NA,"Chicago",NA,450,1119,1710,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
3,78,NA,"mission","St. Mary's Church","New Britain","CT","3/2/1884","3/16/1884",4642,"",9,"",NA,230,2200,2212,"Paulist","",NA,NA,NA,NA,"New Britain CT",-72.7795419,41.6612104
3,81,NA,"mission","St. Joseph's Church","Brooklyn","NY","3/23/1884","4/6/1884",4707,"5",NA,"",NA,300,1840,2567,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",-73.95,40.65
3,84,NA,"mission","Cathedral","Richmond","VA","12/9/1883","12/16/1883",1700,"6",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Richmond VA",-77.4360481,37.5407246
3,85,NA,"mission","St. Patrick's Church","Richmond","VA","12/9/1883","12/16/1883",720,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Richmond VA",-77.4360481,37.5407246
3,87,NA,"mission","","Norfolk","VA","12/30/1883","1/6/1884",850,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Norfolk VA",-76.2858726,36.8507689
3,88,NA,"mission","","Portsmouth","VA","1/6/1884","1/13/1884",800,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Portsmouth VA",-76.2982742,36.8354258
3,89,NA,"mission","","Old Point Comfort","VA","1/15/1884","1/17/1884",170,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Old Point Comfort VA",-76.3113315,37.0004248
3,90,NA,"mission","","Petersburg","VA","1/20/1884","1/27/1884",320,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Petersburg VA",-77.4019267,37.2279279
3,91,NA,"mission","","Lynchburg","VA","1/27/1884","2/3/1884",625,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lynchburg VA",-79.1422464,37.4137536
3,92,NA,"mission","","Staunton","VA","2/10/1884","2/17/1884",370,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Staunton VA",-79.0716958,38.149576
3,92,NA,"mission","","Harrisonburg","VA","2/10/1884","2/17/1884",72,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harrisonburg VA",-78.8689155,38.4495688
3,93,NA,"mission","","Martinsburg","WV","2/17/1884","2/24/1884",670,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Martinsburg WV",-77.9638869,39.4562099
3,93,NA,"mission","","Winchester","VA","3/2/1884","3/9/1884",153,"",4,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Winchester VA",-78.1633341,39.1856597
3,94,NA,"mission","","Keyset","WV","3/11/1884","3/16/1884",190,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Keyset WV",-78.9739156,39.4409277
3,94,NA,"mission","","Harper's Ferry","WV","3/19/1884","3/23/1884",250,"",2,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Harper's Ferry WV",-77.7388818,39.3253786
3,95,NA,"mission","","Havre de Grace","MD","3/30/1884","4/6/1884",380,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Havre de Grace MD",-76.091617,39.5492792
3,96,NA,"mission","St. Martin's Church","Baltimore","MD","4/20/1884","5/4/1884",2000,"2",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Baltimore MD",-76.6121893,39.2903848
3,97,NA,"retreat","St. Paul's Church","New York","NY","4/27/1884","5/4/1884",1000,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,98,NA,"mission","St. Patrick's Church","Lowell","MA","5/5/1884","5/5/1884",6508,"",NA,"",NA,NA,2437,4071,"Paulist","",NA,NA,NA,NA,"Lowell MA",-71.3161718,42.6334247
3,103,NA,"mission","St. Peter's Church","Poughkeepsie","NY","9/14/1884","9/21/1884",2100,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Poughkeepsie NY",-73.9209701,41.7003713
3,104,NA,"mission","St. Jerome's Church","New York","NY","9/28/1884","10/5/1884",2475,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,107,NA,"mission","St. Columba's Church","Ottowa","IL","10/14/1884","10/21/1884",1675,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ottowa IL",-88.8425769,41.3455892
3,108,NA,"mission","","Seneca","IL","10/21/1884","10/21/1884",550,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Seneca IL",-88.6097936,41.3111442
3,111,NA,"mission","","Marseilles","IL","10/21/1884","10/21/1884",150,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Marseilles IL",-88.7081293,41.3308666
3,113,NA,"mission","St. James's Church","New York","NY","11/9/1884","12/11/1884",11020,"12",NA,"",NA,1465,3805,5750,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,119,NA,"retreat","St. John's Church","Utica","NY","12/14/1884","12/21/1884",800,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Utica NY",-75.232664,43.100903
3,121,NA,"retreat","Church of the Immaculate Conception","New York","NY","1/11/1885","1/19/1885",5000,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,122,NA,"retreat","Manhattan College","New York","NY","1/27/1885","1/29/1885",260,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,123,NA,"mission","Church of St. Paul the Apostle","New York","NY","2/1/1885","2/15/1885",6950,"10",NA,"",NA,500,2750,3700,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,129,NA,"mission","St. James's Church","Salem","MA","2/22/1885","3/8/1885",4113,"",NA,"",NA,396,1703,2014,"Paulist","",NA,NA,NA,NA,"Salem MA",-70.8967155,42.51954
3,131,NA,"mission","St. Thomas's Church","Mamaroneck","NY","3/8/1885","3/15/1885",630,"6",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mamaroneck NY",-73.7326309,40.9487097
3,132,NA,"mission","","Waukesha","WI","3/7/1885","3/15/1885",623,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Waukesha WI",-88.2314813,43.0116784
3,134,NA,"mission","St. Joseph's Church","Terre Haute","IN","3/22/1885","3/29/1885",1100,"7",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Terre Haute IN",-87.4139092,39.4667034
3,136,NA,"mission","St. Augustine's Church","Morrissania","NY","4/12/1885","4/19/1885",997,"5",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Morrissania NY",-73.9109977,40.8250663
3,137,NA,"mission","St. Thomas's Church","West Farms","NY","4/12/1885","4/19/1885",336,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Farms NY",-73.8816001,40.8430609
3,139,NA,"mission","St. Elizabeth's Church","Chicago","IL","4/12/1885","4/21/1885",1676,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
3,141,NA,"mission","St. Patrick's Church","Newburgh","NY","4/26/1885","5/10/1885",2485,"1",NA,"",NA,NA,1135,1350,"Paulist","",NA,NA,NA,NA,"Newburgh NY",-74.0104178,41.5034271
3,144,NA,"mission","All Saints' Church","Chicago","IL","4/26/1885","5/10/1885",2544,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",-87.6297982,41.8781136
3,146,NA,"mission","St. Patrick's Church","Brooklyn","NY","5/17/1885","5/31/1885",5560,"",NA,"",NA,NA,2480,3080,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",-73.95,40.65
3,149,NA,"retreat","St. Bridget's Church","Abington","MA","6/3/1885","6/8/1885",230,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Abington MA",-70.9453218,42.1048228
3,152,NA,"mission","","Perth Amboy","NJ","9/13/1885","9/20/1885",1042,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Perth Amboy NJ",-74.2654234,40.5067723
3,153,NA,"mission","Church of the Immaculate Conception","Yonkers","NY","9/13/1885","9/27/1885",3772,"",NA,"",NA,215,1650,1907,"Paulist","",NA,NA,NA,NA,"Yonkers NY",-73.8987469,40.9312099
3,156,NA,"mission","","Currie","MN","9/27/1885","10/4/1885",232,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Currie MN",-95.6663993,44.071351
3,157,NA,"mission","","Tracy","MN","10/4/1885","10/9/1885",67,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Tracy MN",-95.6227778,44.2319444
3,158,NA,"mission","","Willow Lake","MN","10/4/1885","10/7/1885",69,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Willow Lake MN",-95.1640605,44.3394439
3,159,NA,"mission","St. Peter's Church, Capitol Hill","Washington","DC","10/4/1885","10/14/1885",2235,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington DC",-77.0364641,38.9072309
3,163,NA,"mission","","Fulda","MN","10/11/1885","10/18/1885",300,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Fulda MN",-95.6002856,43.8705185
3,164,NA,"mission","","Woodstock","MN","10/16/1885","10/21/1885",109,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Woodstock MN",-96.1005806,44.0091343
3,166,NA,"mission","","Pipestone","MN","10/24/1885","10/24/1885",50,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Pipestone MN",-96.3128117,43.9985815
3,169,NA,"mission","Cathedral","Baltimore","MD","10/18/1885","11/1/1885",2505,"",NA,"",NA,NA,888,1617,"Paulist","",NA,NA,NA,NA,"Baltimore MD",-76.6121893,39.2903848
3,174,NA,"mission","Church of the Holy Family","Auburn","NY","11/8/1885","11/22/1885",3900,"2",NA,"",NA,NA,1970,1930,"Paulist","",NA,NA,NA,NA,"Auburn NY",-76.5660529,42.9317335
3,177,NA,"mission","St. Patrick's Church","Pittsburgh","PA","11/8/1885","11/22/1885",3048,"",NA,"",NA,NA,1480,1565,"Paulist","",NA,NA,NA,NA,"Pittsburgh PA",-79.9958864,40.4406248
3,179,NA,"mission","St. Thomas Aquinas's Church","Jamaica Plain","MA","11/29/1885","12/13/1885",2770,"",NA,"",NA,NA,1160,1610,"Paulist","",NA,NA,NA,NA,"Jamaica Plain MA",-71.1151431,42.3097365
3,181,NA,"mission","","Terre Haute","IN","11/28/1885","12/2/1885",1000,"7",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Terre Haute IN",-87.4139092,39.4667034
3,182,NA,"mission","St. Lucy's Church","Syracuse","NY","12/13/1885","12/21/1885",2527,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Syracuse NY",-76.1474244,43.0481221
3,183,NA,"mission","St. James's Church","New York","NY","1/3/1886","1/17/1886",8700,"11",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,184,NA,"mission","","Union Springs","NY","1/10/1886","1/17/1886",300,"1",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Union Springs NY",-76.6932818,42.8397906
3,185,NA,"mission","Church of the Immaculate Conception","New York","NY","1/24/1886","2/21/1886",11052,"20",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,189,NA,"mission","Church of the Immaculate Conception","Washington","DC","2/28/1886","3/9/1886",1774,"6",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington DC",-77.0364641,38.9072309
3,190,21,"retreat","St. Charles College","Ellicot City","MD","2/23/1886","2/28/1886",50,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ellicot City MD",-76.7983067,39.2673283
3,191,22,"mission","","Phelps","NY","3/7/1886","3/15/1886",250,"",NA,"Rochester",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Phelps NY",-77.057471,42.957564
3,192,23,"mission","St. Joseph's Church","New York","NY","3/14/1886","3/28/1886",5900,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,195,24,"mission","","Mobile","AL","2/28/1886","3/8/1886",900,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mobile AL",-88.0430541,30.6943566
3,198,25,"mission","Church of St. John the Baptist","New Orleans","LA","3/1/1886","3/1/1886",4300,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New Orleans LA",-90.0715323,29.9510658
3,200,26,"mission","St. Bernard's Church","New York","NY","4/4/1886","4/18/1886",5535,"",NA,"",NA,NA,2405,3130,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,201,NA,"retreat","Church of the Annunciation","Manhattanville","NY","4/4/1886","4/11/1886",1500,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Manhattanville NY",-73.9558333,40.8169443
3,201,NA,"retreat","St. Teresa's Church","New York","NY","4/11/1886","4/18/1886",2700,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",-74.0059731,40.7143528
3,201,27,"mission","St. Mary's Church","Canandaigua","NY","5/9/1886","5/17/1886",1760,"4",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Canandaigua NY",-77.2816984,42.887535
3,204,28,"mission","St. John's Cathedral","Milwaukee","WI","5/2/1886","5/16/1886",2946,"",NA,"",NA,NA,1350,1596,"Paulist","",NA,NA,NA,NA,"Milwaukee WI",-87.9064736,43.0389025
3,207,29,"mission","St. Mary's Star of the Sea","Long Branch","NY","5/23/1886","5/30/1886",515,"",NA,"Trenton",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Long Branch NY",-73.9923596,40.3042778
3,208,30,"mission","","Kenoska","WI","5/23/1886","5/30/1886",750,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Kenoska WI",-87.8211854,42.5847425
3,211,31,"mission","","Goshen","NY","5/30/1886","6/6/1886",680,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Goshen NY",-74.3243191,41.4020382
3,211,NA,"retreat","","Morristown","NJ","5/1/1886","5/1/1886",800,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Morristown NJ",-74.4815438,40.7967667
3,214,NA,"mission","","West Point","NY","9/12/1886","9/19/1886",375,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Point NY",-73.9559721,41.3914827
3,214,NA,"mission","","Highland Falls","NY","9/19/1886","9/26/1886",475,"",NA,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Highland Falls NY",-73.9662504,41.3692605
